Match_ID,Date,Sport,Country,Team,Player,Opponent,Venue,Matches_Played,Goals_or_Runs,Assists_or_Wickets,Win_Percentage,Fan_Attendance,Revenue_USD,Sponsorship_USD,Social_Media_Engagement,Ranking,MVP_Awards,Injury_Status,Season,Ticket_Price_USD
MATCH1141,21-08-2024,Basketball,Japan,Nets,Novak Djokovic,Fitzgerald Ltd,National Ground,10,50,21,38.4,79683,4168479.95,1001106.46,5673388,33,15,Recovering,2025,372.4
MATCH1142,20-01-2025,Tennis,Germany,WTA Tour,Virat Kohli,"Reyes, Delgado and Mckee",Arena B,47,139,31,34.72,76058,4951714.47,1914687.6,8800328,5,2,Recovering,2023,384.53
MATCH1143,12-05-2025,Tennis,England,WTA Tour,Cristiano Ronaldo,Hernandez-Frye,Arena B,1,55,32,56.48,12923,3092997.83,1335175.69,8116820,85,15,Fit,2023,270.78
MATCH1144,18-01-2023,Tennis,Spain,ATP Tour,LeBron James,Adkins LLC,Sports Complex,19,4,32,85.05,93346,2158560.31,1879725.27,3017598,14,3,Recovering,2023,128.07
MATCH1145,14-04-2025,Olympics,Germany,China Olympic Team,LeBron James,Moreno LLC,Olympic Park,6,95,25,56.72,36877,4951262.83,455585.22,1362527,84,20,Fit,2023,208.59
MATCH1146,27-02-2023,Tennis,India,Davis Cup,Virat Kohli,Hughes PLC,Stadium A,32,111,41,82.75,79167,4886872.82,1947810.29,8871040,6,7,Fit,2025,444.9
MATCH1147,17-02-2023,Tennis,USA,Grand Slam,LeBron James,Turner-Jackson,Sports Complex,37,168,2,34.35,46220,88133.9,418280.44,2429132,97,12,Fit,2024,89.6
MATCH1148,04-05-2025,Cricket,France,CSK,Kylian Mbappe,"Ramos, Velez and Lopez",National Ground,25,193,47,31.2,95349,3623576.21,1004081.74,5812559,7,3,Minor Injury,2023,420.95
MATCH1149,26-02-2025,Basketball,Japan,Nets,Erling Haaland,Spencer and Sons,Olympic Park,50,83,1,70.73,64054,2458111.25,714843.34,6308619,56,5,Recovering,2025,333.73
MATCH1150,30-10-2023,Football,England,Bayern Munich,Cristiano Ronaldo,"Sims, Walters and Stevens",Stadium A,18,39,24,76.93,88086,779841.68,782295.84,6061545,14,2,Fit,2024,227.92
MATCH1151,16-05-2023,Basketball,USA,Lakers,Virat Kohli,Young-Yang,Olympic Park,29,142,35,61,18538,141046.9,711059,1571359,77,19,Minor Injury,2024,16.05
MATCH1152,08-03-2025,Tennis,USA,Davis Cup,Kylian Mbappe,"Waters, Mccann and Lee",Arena B,37,133,10,74.83,27216,702811.89,605756.87,8283246,19,2,Fit,2024,145.22
MATCH1153,12-03-2025,Basketball,USA,Bulls,Stephen Curry,Hudson and Sons,National Ground,16,184,40,59.66,85828,985785.64,218409.87,5121313,1,12,Minor Injury,2025,196.15
MATCH1154,09-12-2023,Basketball,France,Bulls,Erling Haaland,Kane and Sons,Arena B,20,82,38,95.78,31326,2400258.61,359386.36,6691351,41,9,Recovering,2025,320.12
MATCH1155,30-11-2023,Olympics,France,India Olympic Team,LeBron James,Brock Inc,Olympic Park,24,29,36,35.98,76516,907836.79,1536397.73,461577,94,14,Recovering,2023,224.84
MATCH1156,18-04-2025,Basketball,France,Lakers,Rafael Nadal,"Martinez, Pham and Cortez",Arena B,41,77,15,40.21,25203,3579029.59,1579208.14,1250929,58,19,Minor Injury,2025,206.39
MATCH1157,10-07-2024,Olympics,India,Japan Olympic Team,Stephen Curry,Cortez-Mcdonald,Sports Complex,39,163,5,28.75,37536,3291432.21,713242.59,753175,73,20,Recovering,2025,205.81
MATCH1158,19-04-2023,Basketball,India,Bulls,Cristiano Ronaldo,Lara Group,National Ground,15,130,47,61.5,81089,3441445.4,445958.31,6286684,51,14,Recovering,2025,348.31
MATCH1159,26-01-2023,Cricket,Argentina,England,Cristiano Ronaldo,"Ferguson, Carpenter and Gonzalez",National Ground,27,21,7,86.51,23569,1748159.98,689418.03,3480657,67,15,Minor Injury,2024,57.84
MATCH1160,10-03-2023,Tennis,Australia,Grand Slam,Lionel Messi,"Lane, Bennett and Williams",Stadium A,2,87,41,28.75,26542,4650313.01,1482276.52,8666941,23,17,Fit,2024,284.33
MATCH1161,27-03-2025,Tennis,France,WTA Tour,Virat Kohli,Warren Inc,Arena B,41,168,27,51.65,85492,4416655.9,901902.15,7216700,50,0,Recovering,2023,110.83
MATCH1162,15-04-2023,Football,Spain,Bayern Munich,Virat Kohli,"Herrera, Price and Ballard",National Ground,21,50,29,29.12,92910,4314556.37,1057791.46,5268048,77,12,Recovering,2024,297.63
MATCH1163,15-05-2025,Basketball,Argentina,Celtics,Erling Haaland,"Tucker, Alvarez and Griffin",Arena B,44,180,19,93.49,82354,432912.32,272225.8,1987390,31,9,Fit,2023,192.92
MATCH1164,02-02-2024,Cricket,France,CSK,Erling Haaland,"Taylor, Hunt and Richardson",Arena B,37,98,27,34.86,88296,2691522.56,1838726.19,2916397,72,5,Minor Injury,2024,78.75
MATCH1165,26-09-2024,Basketball,India,Bulls,Stephen Curry,"Davis, Keller and Mitchell",Stadium A,32,34,12,85.22,78607,2532135.72,992464.85,8259791,54,14,Minor Injury,2023,50.51
MATCH1166,27-10-2023,Football,India,Barcelona,LeBron James,"Brown, Johnson and Robinson",Arena B,35,73,10,82.46,79140,3715166.08,1533009.51,9232874,66,3,Recovering,2023,141.27
MATCH1167,09-07-2024,Olympics,India,China Olympic Team,Rafael Nadal,Schmidt Inc,Sports Complex,14,108,6,78.88,90678,3759214.02,598929.33,550736,58,8,Minor Injury,2023,225.14
MATCH1168,03-08-2023,Football,Japan,Barcelona,Stephen Curry,Chavez-Anderson,Sports Complex,41,109,10,69.29,32082,4069514.03,1611853.78,9574260,45,17,Minor Injury,2025,274
MATCH1169,24-10-2023,Basketball,Japan,Celtics,LeBron James,"Cook, Osborne and Marquez",Sports Complex,44,24,8,97.02,58948,4594655.87,1985010.02,2138830,90,4,Fit,2023,358.58
MATCH1170,16-05-2024,Cricket,Brazil,Pakistan,Erling Haaland,"Sheppard, Allen and Frazier",National Ground,41,106,24,56.16,88050,3975047.17,1538924.05,6768714,66,8,Recovering,2024,232.8
MATCH1171,18-08-2024,Tennis,India,Grand Slam,Cristiano Ronaldo,"Gray, Bailey and Reynolds",Olympic Park,41,170,44,48.66,13300,3980432.85,798443.16,7218215,28,15,Minor Injury,2024,415.89
MATCH1172,14-08-2024,Basketball,Brazil,Nets,Erling Haaland,"Chapman, Walters and Jones",Olympic Park,22,174,48,23.87,18051,3134635.82,1674220.85,283155,16,5,Minor Injury,2024,10.33
MATCH1173,06-12-2024,Tennis,Brazil,WTA Tour,LeBron James,Holland Ltd,Arena B,18,23,41,48.83,15803,1865500.4,1808081.54,2787050,7,12,Recovering,2024,365.73
MATCH1174,02-11-2024,Cricket,USA,Pakistan,Cristiano Ronaldo,"Abbott, Acosta and Williams",Stadium A,14,122,4,30.62,34647,2602026.83,892908.42,145267,90,10,Fit,2024,350.08
MATCH1175,23-08-2023,Tennis,France,ATP Tour,Cristiano Ronaldo,Foster-Compton,Stadium A,7,80,23,90.48,22973,1919778.04,1627669.01,2243823,83,4,Fit,2025,286.01
MATCH1176,26-03-2024,Olympics,Germany,India Olympic Team,Rohit Sharma,Kirk and Sons,Arena B,27,157,43,55.39,33474,442573.29,205427.9,2076235,76,12,Minor Injury,2024,164.11
MATCH1177,11-10-2023,Cricket,USA,Australia,Rohit Sharma,"Ortiz, Diaz and Wright",Sports Complex,39,153,46,68.61,95502,143853.79,1694904.69,5070836,27,16,Recovering,2025,102.44
MATCH1178,23-10-2024,Tennis,India,Grand Slam,Rohit Sharma,Harris and Sons,Olympic Park,25,28,15,59.97,82847,364349.89,1778005.43,212450,47,10,Fit,2024,431.8
MATCH1179,10-01-2024,Olympics,Spain,Japan Olympic Team,Virat Kohli,Phelps-Peterson,Olympic Park,50,18,1,66.99,6807,1318304.53,84454.59,1024499,51,16,Minor Injury,2025,359.19
MATCH1180,19-12-2024,Tennis,France,Davis Cup,Cristiano Ronaldo,Leon Inc,Sports Complex,35,157,9,42.2,45620,404317.59,1842245.09,2616795,69,10,Minor Injury,2025,320.8
MATCH1181,16-12-2024,Football,France,Manchester City,Rohit Sharma,"Sutton, Harris and Harris",Stadium A,16,22,27,29.28,85254,3048073.7,622033.68,2956849,16,0,Recovering,2023,353.73
MATCH1182,22-12-2023,Cricket,Spain,Pakistan,Kylian Mbappe,"Deleon, Reed and Deleon",National Ground,11,95,8,79.98,40227,3667349.83,240523.16,502516,43,13,Minor Injury,2025,41.3
MATCH1183,23-05-2024,Olympics,Argentina,Team USA,Kylian Mbappe,"Singh, Fuller and Howard",National Ground,4,127,36,33.35,25618,1283029.24,210295.31,9638650,87,3,Fit,2025,259.32
MATCH1184,08-09-2023,Football,India,Real Madrid,Rafael Nadal,"Poole, Parker and Madden",National Ground,25,38,11,94.49,9635,2768795.29,1828325.6,7045849,29,10,Fit,2024,458.77
MATCH1185,25-04-2025,Basketball,USA,Celtics,Erling Haaland,Miles-Harris,National Ground,8,128,43,92.16,28507,1123693.45,1033969.39,780553,52,2,Minor Injury,2024,389.03
MATCH1186,30-03-2023,Basketball,Spain,Celtics,Rafael Nadal,"Ali, Williams and Barnes",Stadium A,24,51,18,65.1,44834,3700484.17,488955.07,6188606,76,15,Fit,2025,451.22
MATCH1187,07-01-2023,Cricket,France,Australia,Lionel Messi,Mathis and Sons,Arena B,35,88,40,87.17,6257,4755441.41,7916.77,6322844,95,9,Fit,2023,269.61
MATCH1188,18-05-2024,Cricket,India,Pakistan,Virat Kohli,Allen PLC,National Ground,6,11,14,91.78,73125,2071153.45,1791677.99,7701649,96,2,Recovering,2023,257.66
MATCH1189,29-08-2024,Tennis,Japan,ATP Tour,Lionel Messi,"Miles, Anderson and Miller",Olympic Park,43,33,15,43.33,46288,4630949.34,788940.58,5483593,41,14,Minor Injury,2023,46.6
MATCH1190,09-03-2025,Cricket,Japan,Australia,Cristiano Ronaldo,"Barrett, Pham and Ware",Arena B,7,42,28,57.28,58282,612476.32,719783.45,3493557,58,9,Minor Injury,2024,427.72
MATCH1191,06-04-2025,Football,Australia,Barcelona,Erling Haaland,Powell PLC,Stadium A,14,83,9,27.3,37534,4842316.02,795507.7,831255,87,9,Minor Injury,2023,25.23
MATCH1192,23-07-2024,Tennis,Spain,Davis Cup,Rohit Sharma,"Myers, Tanner and Montoya",Stadium A,30,26,50,31.18,6567,317729.23,1563015.19,3739376,17,6,Minor Injury,2024,346.28
MATCH1193,23-08-2024,Football,Australia,Bayern Munich,Cristiano Ronaldo,"Delgado, Lee and Willis",Stadium A,5,50,41,55.47,21880,468973.41,1695314.49,5572484,16,1,Minor Injury,2023,92.31
MATCH1194,21-04-2025,Olympics,France,Japan Olympic Team,Rafael Nadal,"Castillo, Hernandez and Perez",Stadium A,25,174,27,33.82,33143,4542438.04,553588.63,7492830,20,1,Recovering,2025,312.32
MATCH1195,26-02-2024,Basketball,Spain,Bulls,Rafael Nadal,Leon PLC,Stadium A,6,71,24,30.98,31143,3216836.1,1595409.89,4190005,81,17,Fit,2024,393.14
MATCH1196,11-07-2024,Basketball,Argentina,Bulls,Stephen Curry,Moore Group,Sports Complex,33,82,24,41.63,8416,1601199.06,441945.28,4723268,8,15,Recovering,2024,385.75
MATCH1197,13-04-2023,Cricket,England,Australia,Rohit Sharma,"Morrison, Nguyen and Marshall",National Ground,35,188,3,81.12,33758,2882703.62,1965415.95,6526648,46,5,Fit,2023,300.33
MATCH1198,29-01-2023,Basketball,Germany,Nets,Erling Haaland,Miller and Sons,Sports Complex,10,144,12,86.94,69517,2715201.76,355235.75,646925,12,1,Fit,2025,117.22
MATCH1199,01-01-2023,Olympics,Germany,Japan Olympic Team,Erling Haaland,"Smith, Goodwin and Mccullough",Arena B,9,87,45,34.2,47413,307184.25,299685.48,2386537,100,3,Recovering,2024,480.67
MATCH1200,23-08-2024,Basketball,USA,Bulls,Stephen Curry,Tucker Group,National Ground,21,34,10,78.59,62261,3961294.2,1921520.89,5333132,23,17,Recovering,2025,395.63
MATCH1201,14-04-2025,Cricket,Brazil,CSK,Novak Djokovic,"Harding, Matthews and Smith",National Ground,47,176,18,30.19,5235,4744452.64,1897652.83,6579981,99,18,Fit,2023,305.17
MATCH1202,16-10-2024,Olympics,Japan,India Olympic Team,Cristiano Ronaldo,Herrera Inc,Olympic Park,10,84,47,26.22,50457,4912074.48,339935.4,1498575,91,20,Recovering,2024,228.85
MATCH1203,13-09-2023,Basketball,USA,Warriors,Stephen Curry,"Cruz, Miller and Burgess",National Ground,7,184,0,23.85,62438,3665596.63,1938358.14,6956088,64,12,Minor Injury,2025,193.92
MATCH1204,16-06-2023,Tennis,Argentina,WTA Tour,Cristiano Ronaldo,Koch Group,Stadium A,19,5,20,40.89,18726,380260,344359.88,6309138,21,2,Recovering,2023,175.6
MATCH1205,22-12-2024,Olympics,India,Japan Olympic Team,Novak Djokovic,Coffey PLC,Arena B,39,111,10,24.28,48397,1035696.88,384018.59,9306463,93,17,Minor Injury,2025,147.95
MATCH1206,20-02-2023,Cricket,France,India,Erling Haaland,Byrd-Webb,Sports Complex,32,39,3,48.87,61047,447265.51,1648675.13,8068573,26,3,Fit,2023,93.71
MATCH1207,29-04-2024,Basketball,USA,Lakers,LeBron James,Martin-Allen,Olympic Park,31,125,42,41.2,89130,2725188.89,373838.03,6409588,48,5,Minor Injury,2023,139.02
MATCH1208,20-08-2023,Tennis,Australia,Grand Slam,Erling Haaland,"Faulkner, Knox and Stevens",Stadium A,10,192,44,73.4,16233,3344024.46,1617319.41,6955543,97,18,Fit,2025,39.88
MATCH1209,02-07-2024,Tennis,Argentina,Davis Cup,Erling Haaland,Cortez PLC,Arena B,31,76,5,51.58,98625,183295.18,1144583.77,8680757,74,19,Fit,2023,475.13
MATCH1210,21-06-2023,Tennis,England,WTA Tour,Rohit Sharma,Perez and Sons,Arena B,3,108,5,99.06,62067,1017577.21,1646015.25,2490985,77,8,Minor Injury,2025,457.95
MATCH1211,02-02-2024,Football,Spain,Real Madrid,Novak Djokovic,Mullins-Stewart,Sports Complex,21,70,33,56.65,6620,3934887.69,1248000.57,8777135,54,3,Minor Injury,2023,82.62
MATCH1212,19-04-2023,Olympics,Japan,Team USA,Cristiano Ronaldo,Henderson-Vazquez,National Ground,35,88,26,41.13,90824,2433068.11,1219879.49,638569,23,8,Minor Injury,2023,312.94
MATCH1213,10-02-2024,Tennis,Germany,ATP Tour,Rohit Sharma,"Lopez, Herman and Cooper",Stadium A,48,121,17,91.76,7651,1695951.75,1588335.86,5226863,36,15,Recovering,2025,58.13
MATCH1214,04-11-2023,Cricket,Argentina,Australia,Stephen Curry,Butler-Richardson,National Ground,47,106,38,71.64,29633,2214165.82,1827298.45,6841185,95,15,Recovering,2024,412.3
MATCH1215,09-03-2023,Olympics,Australia,India Olympic Team,Kylian Mbappe,Franco-Garcia,Olympic Park,9,199,33,90.35,8794,876949.41,1750985.21,3377636,8,7,Fit,2024,34.77
MATCH1216,08-10-2023,Basketball,Germany,Warriors,Rafael Nadal,"Hardy, Wright and Moss",Sports Complex,26,162,7,74.49,36711,1868609.14,1190116.97,2989359,61,18,Recovering,2024,178.68
MATCH1217,19-10-2023,Basketball,India,Lakers,Novak Djokovic,"Watkins, Barker and Williams",Stadium A,11,146,49,97.19,34012,3240425.66,1357002.02,4524473,84,13,Recovering,2023,433.67
MATCH1218,16-05-2023,Football,Brazil,PSG,Erling Haaland,Salinas Ltd,Stadium A,15,64,38,84.41,45037,3566575.04,1420189.55,4630085,55,12,Minor Injury,2024,133.48
MATCH1219,24-11-2024,Tennis,Spain,Grand Slam,Erling Haaland,"Wiggins, Reynolds and White",Olympic Park,38,26,0,60.92,91816,4832762.42,1679559.95,9429687,83,19,Recovering,2024,156.25
MATCH1220,07-03-2023,Football,Germany,PSG,LeBron James,"Anderson, Reid and Armstrong",National Ground,18,66,41,76.89,90389,1500967.65,304108.95,4041599,8,19,Minor Injury,2025,166.6
MATCH1221,02-11-2024,Cricket,Argentina,India,LeBron James,Sullivan PLC,National Ground,27,103,24,78.94,81418,3543264.11,1146224.66,3196247,44,7,Recovering,2025,322.77
MATCH1222,03-06-2024,Tennis,Australia,Grand Slam,Virat Kohli,"Williams, Olsen and Walters",Sports Complex,12,75,6,57.66,38902,3628681.32,1120268.15,3081377,88,10,Recovering,2023,118.9
MATCH1223,06-03-2024,Cricket,Germany,England,Stephen Curry,Johnson Group,National Ground,38,75,29,88.1,66674,277848,1270621.5,9746038,80,2,Minor Injury,2023,255.23
MATCH1224,28-02-2024,Tennis,India,Grand Slam,Virat Kohli,Burns PLC,Arena B,13,87,26,98.98,64974,724688.52,1725475.92,3035884,100,2,Minor Injury,2024,319.21
MATCH1225,11-10-2024,Cricket,India,England,Lionel Messi,Perry Inc,Olympic Park,18,53,48,81.88,80534,3824773.84,981706.3,1487088,17,19,Minor Injury,2025,220.41
MATCH1226,28-01-2024,Tennis,India,Davis Cup,Lionel Messi,Frye-Navarro,Sports Complex,13,187,23,96.01,47233,3786670.21,1064412.4,310582,87,0,Recovering,2025,131.92
MATCH1227,13-05-2023,Basketball,USA,Celtics,Novak Djokovic,"Carter, Davis and Cox",Sports Complex,38,78,10,25.22,10992,1498029.24,585201.44,8738991,77,16,Minor Injury,2024,445.11
MATCH1228,16-05-2024,Cricket,Germany,England,Rohit Sharma,Campbell Inc,Arena B,26,4,14,37.95,22197,1063839.24,48716.98,8476346,22,3,Minor Injury,2025,328.76
MATCH1229,16-06-2025,Football,Australia,PSG,Kylian Mbappe,Thomas-Navarro,Sports Complex,4,152,3,72.96,90664,4182238.85,101228.94,1952630,54,14,Minor Injury,2023,278.17
MATCH1230,30-07-2023,Tennis,India,WTA Tour,LeBron James,"Kennedy, Mitchell and Harmon",Olympic Park,43,25,42,61.62,86631,3032115.34,278641.23,1770168,66,19,Fit,2024,65.87
MATCH1231,23-07-2023,Football,Japan,PSG,Rohit Sharma,"Thomas, Obrien and Miller",National Ground,34,51,22,76.27,43712,810264.26,1098536.83,3494526,89,15,Minor Injury,2023,11.34
MATCH1232,05-05-2025,Football,Japan,Real Madrid,Rafael Nadal,Johnson-Bryan,Arena B,6,199,32,26,99840,515439.49,515504.74,3888226,59,9,Minor Injury,2024,34.54
MATCH1233,22-05-2025,Cricket,Australia,India,Stephen Curry,Buck-Blanchard,National Ground,28,189,7,27.6,11014,58264.92,281096.91,2870721,43,11,Minor Injury,2025,141.47
MATCH1234,14-04-2025,Football,Germany,Manchester City,Virat Kohli,"Rodriguez, Daniels and Roth",Stadium A,26,102,29,41.75,55556,3452613.13,959098.8,7085620,84,5,Fit,2023,351.12
MATCH1235,17-04-2023,Football,France,Barcelona,Erling Haaland,"Peters, Anderson and Rogers",Olympic Park,37,173,28,34.5,54774,3898029.83,1224660.05,2202032,62,15,Fit,2024,225.94
MATCH1236,01-11-2024,Football,Germany,Manchester City,Lionel Messi,Harris LLC,Sports Complex,50,190,36,77.9,34358,4889698.83,1341339.49,5685742,67,16,Recovering,2025,312.94
MATCH1237,08-05-2024,Tennis,Germany,WTA Tour,Novak Djokovic,Barnes-Dunn,Arena B,36,156,3,20.93,25568,2532782.18,941231.43,8328729,22,2,Minor Injury,2024,128.04
MATCH1238,03-06-2024,Basketball,England,Lakers,Kylian Mbappe,"Yu, Harmon and Murray",Olympic Park,26,60,5,56.73,80108,2246011.94,1713895.5,7510558,41,3,Minor Injury,2025,330.15
MATCH1239,27-02-2024,Football,India,PSG,Kylian Mbappe,"Petty, Hill and Palmer",Sports Complex,1,23,50,68.34,86142,3191315.23,1780771.24,9444375,27,20,Recovering,2024,475.67
MATCH1240,16-04-2025,Basketball,England,Lakers,Rafael Nadal,Morgan-Garcia,National Ground,36,196,39,68,98933,3289264.36,1433247.43,1922994,13,7,Fit,2024,184.02
MATCH1241,18-06-2024,Basketball,Germany,Nets,Cristiano Ronaldo,Johnson-Sweeney,Stadium A,11,126,8,85.75,99576,2051961.68,512307.18,3297016,25,3,Minor Injury,2023,233.95
MATCH1242,21-04-2023,Cricket,France,England,Lionel Messi,"Nunez, Adams and Gray",Sports Complex,8,197,28,56.59,82242,4781389.7,273598.85,8378955,1,16,Recovering,2023,281.08
MATCH1243,04-06-2024,Tennis,Brazil,Davis Cup,Erling Haaland,"Cooper, Reese and Cochran",Arena B,47,32,6,50.99,83714,3034742.26,647078.31,6463568,54,19,Recovering,2023,144.06
MATCH1244,08-04-2024,Basketball,Brazil,Celtics,Virat Kohli,Harmon PLC,Olympic Park,39,179,47,60.98,96946,2743551.8,631252.04,9297557,81,6,Fit,2023,315.84
MATCH1245,19-11-2024,Basketball,Brazil,Celtics,Virat Kohli,Rodriguez-Brady,Sports Complex,35,177,40,45.79,20126,3806267.37,1126749.02,9787866,74,13,Recovering,2025,447.99
MATCH1246,17-06-2025,Olympics,France,China Olympic Team,Lionel Messi,Patterson LLC,Sports Complex,7,6,24,31.63,92851,292457.82,537621.65,2710047,37,8,Fit,2023,348.39
MATCH1247,10-02-2025,Basketball,Spain,Warriors,Lionel Messi,Johnson LLC,National Ground,29,26,39,89.44,78647,4325559.01,1486113.41,9426557,50,7,Recovering,2025,150.94
MATCH1248,01-02-2024,Football,France,PSG,Stephen Curry,"Fisher, Manning and Peterson",Sports Complex,4,3,47,40.11,86338,4345561.31,1721587.25,7443377,29,20,Recovering,2025,327.34
MATCH1249,05-03-2025,Olympics,England,India Olympic Team,LeBron James,Dennis LLC,Olympic Park,12,174,4,34.96,27779,3678046.64,243110.85,691729,55,8,Recovering,2024,73.73
MATCH1250,06-01-2023,Olympics,Germany,China Olympic Team,Rafael Nadal,"Cannon, Roberts and Wood",Arena B,3,39,20,67.75,86968,3081887.29,1325470.97,8240079,74,17,Minor Injury,2023,394.18
MATCH1251,14-08-2023,Basketball,Brazil,Nets,Kylian Mbappe,"Patterson, Parker and Mason",Stadium A,33,40,26,63.45,57876,468808.31,446290.17,3589482,85,10,Minor Injury,2024,153.85
MATCH1252,28-07-2024,Olympics,India,Japan Olympic Team,Cristiano Ronaldo,"Mathis, Long and Howard",National Ground,29,61,41,69.1,86412,1226697.55,84555.11,5394429,49,3,Minor Injury,2024,274.72
MATCH1253,13-06-2024,Basketball,Germany,Lakers,Kylian Mbappe,"Jones, Scott and Melton",Sports Complex,29,124,2,43.71,90397,970636.82,1030219.93,1619881,22,17,Recovering,2023,317.2
MATCH1254,04-06-2025,Cricket,France,Australia,Cristiano Ronaldo,"Smith, Mendez and Little",Arena B,35,179,47,82.02,89746,4085604.2,148880.38,2589573,4,14,Recovering,2024,28.56
MATCH1255,02-07-2023,Football,Australia,Real Madrid,Kylian Mbappe,Welch LLC,Stadium A,37,58,16,52.61,64129,3154784.15,868884.94,293383,50,3,Recovering,2023,324.3
MATCH1256,13-02-2025,Olympics,Japan,Team USA,Lionel Messi,Miller Ltd,Stadium A,23,128,6,43.19,94899,1513740.04,177577.92,7352987,49,12,Recovering,2023,242.25
MATCH1257,20-05-2023,Olympics,France,India Olympic Team,Kylian Mbappe,"Chapman, Ward and Young",National Ground,41,36,19,74.18,89926,1871921.27,1899182.88,9296594,72,4,Fit,2023,12.46
MATCH1258,04-07-2024,Olympics,Spain,Japan Olympic Team,Cristiano Ronaldo,Scott Inc,National Ground,14,191,47,92.28,50069,1066567.35,1811727.92,8609207,19,5,Fit,2023,312.27
MATCH1259,28-04-2023,Basketball,Brazil,Warriors,Erling Haaland,Hart-Martin,Stadium A,49,140,29,71.57,14587,1460356.81,139388.7,1657562,26,18,Minor Injury,2024,185
MATCH1260,19-10-2023,Cricket,Japan,India,Cristiano Ronaldo,Parker-Brewer,Arena B,21,124,28,46.27,91431,1535320.69,1170419.02,9498388,73,11,Minor Injury,2024,92.63
MATCH1261,15-03-2025,Basketball,England,Warriors,Novak Djokovic,Barry-Miles,National Ground,24,34,43,78.64,67908,2319613.4,720689.5,5134966,63,17,Fit,2023,326.32
MATCH1262,29-05-2025,Football,Brazil,Manchester City,Kylian Mbappe,Henry LLC,Arena B,17,187,40,26.12,14882,4461604.87,1699926.61,533352,75,18,Minor Injury,2025,114.25
MATCH1263,24-09-2023,Football,Spain,Bayern Munich,Kylian Mbappe,"Fitzgerald, Roberts and Gaines",Olympic Park,42,198,9,49.27,34269,4458273.34,1181253.51,4892155,18,14,Recovering,2025,54.37
MATCH1264,11-01-2023,Basketball,England,Nets,Erling Haaland,"Poole, Harris and Russell",Arena B,49,131,8,55.7,28480,2836122.7,1133796,2462813,95,15,Minor Injury,2023,117.22
MATCH1265,06-03-2023,Tennis,Australia,WTA Tour,Stephen Curry,Carpenter-Gentry,Arena B,3,171,13,61.43,52349,1946584.62,1836214.38,789091,6,20,Minor Injury,2023,354.83
MATCH1266,04-05-2025,Olympics,Australia,China Olympic Team,Erling Haaland,Mills LLC,Sports Complex,37,44,24,72.29,52880,2942517.34,1796962.1,1315896,67,8,Minor Injury,2023,263.02
MATCH1267,13-05-2024,Basketball,Argentina,Celtics,Erling Haaland,York Ltd,Stadium A,33,35,28,33.25,15104,2577560.95,565214.97,2530615,24,5,Minor Injury,2025,361.48
MATCH1268,29-02-2024,Football,Germany,Barcelona,Cristiano Ronaldo,Newman Inc,Olympic Park,44,122,30,36.86,26134,3239823.58,824743.92,4098109,6,4,Recovering,2025,88.95
MATCH1269,09-08-2024,Olympics,Brazil,Team USA,Lionel Messi,Smith Ltd,Arena B,17,46,33,96.66,83558,4846526,1277057.3,4765579,11,6,Minor Injury,2025,496.46
MATCH1270,13-08-2023,Tennis,France,WTA Tour,Erling Haaland,Stokes LLC,Arena B,38,196,11,69.86,71952,1329958.29,1449752.66,5759069,59,19,Recovering,2023,122.61
MATCH1271,22-04-2023,Tennis,India,WTA Tour,Rohit Sharma,Jones-James,Sports Complex,33,175,26,86.12,84365,490529.9,954359.03,664924,69,16,Fit,2023,246.3
MATCH1272,06-07-2024,Cricket,India,CSK,Novak Djokovic,Contreras PLC,Sports Complex,27,94,2,75.81,61224,1155136.42,1605588.89,6406087,45,18,Recovering,2025,292.3
MATCH1273,18-09-2023,Tennis,Argentina,WTA Tour,Rohit Sharma,"Chambers, Stephens and Rodriguez",Stadium A,19,153,34,52.69,29775,37292.58,1488573.13,129354,74,16,Fit,2025,13.53
MATCH1274,23-02-2024,Cricket,Germany,England,Cristiano Ronaldo,Conner PLC,Arena B,28,166,37,40.29,75268,2123572.12,734459.97,4633138,88,12,Fit,2024,280.53
MATCH1275,03-07-2023,Olympics,Germany,Japan Olympic Team,Kylian Mbappe,"Johnston, Bates and Clark",Sports Complex,31,64,19,66.21,97470,1996667.46,280446.69,2007927,96,7,Minor Injury,2025,475.13
MATCH1276,04-06-2024,Football,France,Barcelona,Stephen Curry,Rogers and Sons,Sports Complex,40,178,43,76.54,26068,1951627.37,1273573.85,1538212,19,15,Recovering,2024,53.19
MATCH1277,15-01-2024,Basketball,USA,Warriors,Erling Haaland,Paul-Mendez,Stadium A,47,98,25,69.12,73289,1439481.48,1927242,974069,100,5,Recovering,2024,225.1
MATCH1278,20-10-2023,Cricket,England,CSK,Lionel Messi,"Jackson, Ford and May",Sports Complex,33,132,44,38.53,27214,3373381.66,722681.3,14819,21,2,Minor Injury,2024,183.03
MATCH1279,23-08-2024,Tennis,England,Davis Cup,Kylian Mbappe,Andrade-Dunn,Stadium A,48,180,4,93.53,77036,1429624,1660380.78,9789983,45,11,Minor Injury,2023,307.12
MATCH1280,18-02-2024,Cricket,Japan,Pakistan,Lionel Messi,Scott-Lewis,National Ground,12,104,32,28.52,14487,2520814.14,683231.96,1973085,66,8,Recovering,2025,132.57
